title,text,label
Is Donald Trump Autistic?,"link Donald Trump could have a disability that used to be known as Aspergers, and this can cause people trouble when they try to socialize because their theory of mind is not complete. Basically, they have trouble thinking of how others perceive their actions. These people tend to be highly intelligent. Trump's IQ is 156, which makes sense considering he has built more businesses than most of us have, and although he could have invested his father's money and made the same amount back as he did in the end through business deals, he put a lot of work and thought into his business. I would like to know what kind of medicines Trump is on and what his mental health diagnosis are. If he has Aspergers, then that would explain why he makes so many social mistakes. Being super rich from a young age might also account for it since he would not be trained to interact with people on an equal level (which is a lot more complicated than interacting with people when you are rich and they are poor). However, an article in The New York Times recently focused on Trump's fears of making social blunders. He has a fear of losing social status or being embarrassed publicly. However, he doesn't seem to do well publicly, which must be a disability because he would *want* to be a good public speaker and not make social gaffes yet he still does it. It must be accidental. Donald even stated he is a difficult man to be married to, which means he knows himself and his weaknesses. Many people with Aspergers don't get married because they have a hard time in relationships.",FAKE
Nanobots causing overwhelming depression. Not far off the end now...,"Nanobots causing overwhelming depression. Not far off the end now... page: 1 Hello ATS I'm subject to a fierce experiment, or, how it feels to me : torture. I'm not an expert on biology or how the brain works in detail, so forgive me if this post is a little simplistic. Basically I've nanobots (which supposedly don't exist) in my brain, an,d (I assume) they act on my brain chemicals in such a way as to cause chronic depression...suicidal depression in fact. To cut to the chase, as you say in the USA, they also electrocute my nerves (ALL AT ONCE), causing agonising pain! The 'bots are remote/radio controlled by the English SS (and they ARE very similar to the Nazi SS in their treatment of me, I think). So basically, I hear voices (The SS again), and am suffering from feelings that I want to die. About my quite happy 'previous life' before this happened : I was just a young lad who e naonwanted career in computer programming and studied Math/Maths to a high standard (my tutor said I was doing the work of a professor), and still lived at home bashing away at my computer to try and achieve my ambition. As a lot of you will know though COMPUTING is a conspiracy theory too (ie it's not all it states it is). So I suppose I'm doubly unlucky. Why they can't just use a monkey, instead of driving me to my death I don't know, I really dont. Anyways, oh I forgot...the nanobots block the action of nearly ALL the psycho-active drugs I've tried liked anti-depressants etc.",FAKE
yet another proof of wrong touchscreen calibration,"yet another proof of ""wrong touchscreen calibration"" page: 1 now, i don't agree with their claim about such equipment not needing a calibration - touchscreen devices need it, but this really had to be done on purpose to favor one side and not the other. ""coincidence"", you say. if someone can grab it and upload it to youtube, that would be great - it may disappear from 4chan. i don't have the link for that thread there, but judging by the names on the screen, it's from Virginia. yet another place. Somehow ATS will not let me upload a GIF. But here: damn, i've jumped the bandwagon. mods, 404 or hoax it, that video isn't from 2016. a reply to: jedi_hamster Aah... Then so am I . Damn.. And I promised myself to stay out of this political garbage... I now know why.. edit on 26-10-2016 by EartOccupant because: (no reason given) damn, i've jumped the bandwagon. mods, 404 or hoax it, that video isn't from 2016. Hi JH, how do you know its not from 2016? just curious as i am not in that neck of the woods Thanks now, i don't agree with their claim about such equipment not needing a calibration - touchscreen devices need it, but this really had to be done on purpose to favor one side and not the other. ""coincidence"", you say. if someone can grab it and upload it to youtube, that would be great - it may disappear from 4chan. i don't have the link for that thread there, but judging by the names on the screen, it's from Virginia. yet another place. Direct link EDIT: This video was actually taken back in 2014 in Virginia, during the 2014 congressional elections (see it on YouTube here.) The reason listed for the issues that arose in the video was a calibration error; not entirely out of the realms of possibility given the number of touchscreen devices used during the elections across the United States that year. edit on 26-10-2016 by kelbtalfenek because: more information and a quote",FAKE
Master of the Estate,"It seems there isn't going to be a Halloween writing contest, so I thought I would post the story I pre-emptively wrote for it. I hope you enjoy it! Master of the Estate ""This coach really is quite wonderful, Jonathan. I can barely feel the bumps and I don't feel like I'm about to be thrown out the window!"" Eleanor exclaimed. ""It is grand, isn't it?"" ""It's all grand. The trip, our coach...and you,"" she said, smiling and snuggling in closer to Jonathan on the wide leather seat. ""I could do without this fog, though. I would like to see the moon and stars later tonight."" He pulled the curtain aside slightly with a gloved hand and peered mournfully through the window at the white mist that nearly obscured everything. He could hardly see the tops of the trees it was so thick. Just then a particularly large bump jostled them roughly, followed closely by another. ""Oh!"" squealed Eleanor. Jonathan's brow drew down. ""Driver!"" he called out the window. ""Is everything alright?"" ""Beg pardon, sir. I fear I may have taken a wrong turn at that fork back a ways. There's a house up ahead...I'll check in with them and make sure. Sturbridge Village can't be far now, and we're better safe than sorry with this fog rolling in, if you take my meaning, sir. Don't want to be out past dark in this soup."" Jonathan looked at Eleanor. ""Well, it would be nice to stretch our legs for a moment,"" she said. She was not quite as cheerful as she had been just minutes ago. The October afternoon was cooling off as evening approached, and Jonathan could see his breath. The coach trundled past well-maintained stone gables and a heavy wrought-iron gate, standing open on one side. Oil lanterns hung from black hooks in the gables glowed dimly in the fog, and additional lanterns spilled pools of yellow-orange light on a cobblestone drive as they made their way up toward the house. Eleanor gasped as the massive shape of the house came into view. ""It's beautiful!"" Jonathan made a surprised ""hm"", but otherwise said nothing. A well-dressed footman dashed out to lower the stairs of their coach and open the door, then offered a white-gloved hand to Eleanor as she peered out. With a flashed smile at Jonathan, she accepted the young man's hand and descended. The driver was speaking quietly with another footman, and an older man emerged from the heavy oak door of the house as Jonathan descended the steps of the coach. The older man - clearly the butler - bowed to Eleanor and Jonathan. ""Welcome to the Anne Union Keyes Estate. I am Mister Walker, and I am at your service. The master of the estate has invited you in for the evening meal."" The butler spoke with some kind of British accent, but beyond that Jonathan not say from where exactly. ""Good Lord man, we just arrived unannounced!"" ""Yes, sir, but Herr von Graeff enjoys entertaining and was notified of your arrival as you drove up. I would be honored if you would follow me..."" he gestured toward the polished steps. Eleanor was the type of woman who, once her mind was made, up, proceeded without hesitation. She must have decided they were staying for dinner, for with a delighted squeal she headed for the house. They were greeted in the foyer by an elderly man. Jonathan estimated he was in his seventies, hair fully white with deep creases in his face on age showing on his hands. However, the man was tall and straight-backed, and he carried himself proudly. There was a stiffness to his movements, and he used a cane to walk, but when Jonathan shook his large hands the man's grip was as firm as a man half his age. Welcome, he said warmly and with what Jonathan thought was a German accent. I am Gottfried Hansjrgen von Graeff. Please, be welcome in my home. How may I call you? The mans eyes were unusual, but Jonathan could not place what it was about them that seemed so. He shrugged it off. Thank you, Herr von Graeff. I am Jonathan Rockport, this is my fiance Eleanor Harrington. We really have only stopped to find our way back to the highway. We are trying to get to Sturbridge Village to stay for the night before continuing on to Fall River in the morning. Ah, yes, well, you will not make it to Sturbridge Village in this fog. Herr von Graeff pronounced the name of the town with a sh sound. At least, not before dark, even if you left now. It is fifteen miles yet. Why dont you join me for dinner, stay here tonight, and then resume your journey first thing tomorrow? You are a generous host, Herr von Graeff, but I really would like to press on if possible. I have business meetings in Massachusetts and must be in Fall River by Tuesday.  Ah, a wonderful town, Fall River, yes? Tell me, how is the new railway doing? I understand the esteemed Mr. Borden opened the branch line just last year, yes? Indeed, said Jonathan slowly, The railway has been a smashing success. In fact, it is Mr. Borden I have an appointment to see. I have a business proposition for him that I think he will be quite excited about. An entrepreneur! Exclaimed Herr von Graeff. Excellent! I always enjoy conversing with a businessman, especially you Americans. Always such big ideas, yes? Please, let us carry on our conversation over dinner. Mister Walker, he continued, pronouncing the butlers name with a v, would you lead us to the dining hall? Yes, Herr von Graeff.",FAKE
It Will Come for You All...,"It Will Come for You All... page: 1 (For A little Halloween atmosphere, I present this...) Someone's tale of woe has induced, a poetic response for You to see. End of Life will come for You all, but it will Never come for Me. For I will live on Eternally with, the Life Forces I will get from You. It Will happen to You all one day or night, there is Nothing to avoid it You can do. I will be Empowered evermore, even from Your Last Breath. I Will Live Forever More, for I am Known as Death...",FAKE
To pander to Hispanics Hillary states some whoppers on Univision,"To pander to Hispanics Hillary states some whoppers on Univision page: 1 link Ah, Hillary. You change your accent depending on who you talk to. You tell Blacks in an interview you carry hot sauce everywhere. You try to appeal to Native Americans with Elizabeth Warren (hahahaha) but for her this is a low. USing her own grandchild....it isn't the first time she has used the grandchild either. It was the excuse for Bill and Loretta also... Link First, when asked, she says her favorite food is Mexican. In an article this year for Thrillist, detailing her favorite restaurants in the state of the New York, Clinton listed Raos (Italian), Northern Lights Creamery (gelato ice cream), Langes Little Store (sandwiches), Charlie The Butchers (meat) and others. But she didnt list a single Mexican establishment. Second, she went on to tell the hosts her 2 y/o granddaughter is learning Spanish. Really? I mean she should have walked on stage with an El Chapo t-shirt, a sombrero and a six pack of Sol for goodness sake. Now, i know, this is not a big deal but stop and think. She is pathological. Is that who we really want in the White House? Someone who will say ANYTHING to ANYBODY in order to get them to agree. Using your grandchild to pander to a voting block. She is Nasty. If I was HIspanic this may not drive me to vote Trump, even though they should and will, I certainly would not vote for someone as fake as she is. Only good thing was she got a bottle of Tequila for her birthday. I am sure Bills foot massagers in his library will love it.... edit on 10pm31pmf 2016-10-26T14:56:02-05:000202 by matafuchs because: (no reason given) edit on 10pm31pmf 2016-10-26T14:57:05-05:000205 by matafuchs because: (no reason given)",FAKE
Donald Trump and the Disabled Reporter: The whole truth and not the spin put on by the media.,a reply to: windword Shall I post videos of Hillary laughing at death and mayhem? They are both terrible people. Period end of story. A vote for either one is a vote for idiocy. Hillary was heard calling mentally challenged children 'f*g ree-tards' and caught on record blurting out the terms 'stupid k*e and 'f*ing Jew b*d'. Your hypocrisy is showing again. edit on 26-10-2016 by thesungod because: (no reason given),FAKE
Rigging the Election - Video IV: $20K Wire Transfer From Belize Returned,"new topics The Above Top Secret Web site is a wholly owned social content community of The Above Network, LLC . 
This content community relies on user-generated content from our member contributors. The opinions of our members are not those of site ownership who maintains strict editorial agnosticism and simply provides a collaborative venue for free expression. 
All content copyright 2016, The Above Network, LLC.",FAKE
Trumps Hollywood Walk of Fame star Destroyed with a Sledgehammer and Pick,"Trump's Hollywood Walk of Fame star Destroyed with a Sledgehammer and Pick page: 1 link I guess you could say it a sign of the strength of feeling this election has generated but in the real world it's just a mindless piece of vandalism that achieves nothing. A man wearing high visibility jacket and helmet was filmed taking out his frustration in front of a group of onlookers. News report on the incident. I suppose it made him feel better but it will return before he goes to prison. edit on 26-10-2016 by gortex because: (no reason given) I suppose it made him feel better but it will return before he goes to prison. So he was charged then? You didn't provide a link. edit on 10/26/2016 by ColdWisdom because: (no reason given) You don't think he will be arrested and charged ? He may not be in custody yet but he will be , he will be caught. link pure filth that guy is. I get it...Donald sucks, whatever..cast your vote against him on the 8th. Consider if Obama gets a star, will some dumbass redneck be smashing that up also because he didn't like the politics? morons. followers of the DNC in action. Such peaceful folks. link a reply to: gortex Poor sumbeyotch. The low IQs are always on display on both sides. I hope he just gets probation. This is how sore losers everywhere will react when Trump wins by a landslide. I like how safety-conscious he was by wearing a high visibility jacket, though. This is how sore losers everywhere will react when Trump wins by a landslide. I like how safety-conscious he was by wearing a high visibility jacket, though. If a mouth breather like this is so upset before the election, damn, if Trump does win, how many of these ass clowns will go full retard after the 8th? Thought these stars were for artists like actors. What did Trump get the star for? For this ""not-scripted"" TV show? Is it like with the Nobel Peace Prize, everybody nowadays gets one(thinkig of Obama and the EU...) originally posted by: network dude followers of the DNC in action. Such peaceful folks. No one said he was a DNC supporter He may just be a bloke who hates racist, homophobic, misogynistic narcissists. Thought these stars were for artists like actors. What did Trump get the star for? For this ""not-scripted"" TV show? Is it like with the Nobel Peace Prize, everybody nowadays gets one(thinkig of Obama and the EU...) He got it for his role as producer on The Apprentice. originally posted by: roadgravel It could be a psyop by a Trump supporter. Make people feel for Trump's lost star and therefore vote for him. That's one of the dumbest things I've ever heard. Nobody is going to vote for him just because somebody vandalized his star in Hollywood. edit on 10/26/2016 by AdmireTheDistance because: (no reason given)",FAKE
Has family guy gone nuts?,"Has family guy gone nuts? page: 1 link I was watching and they were singing a weird chant something about patriotic weirdness and barbecued human heads. I just brushed it off then 5 mins later some more weird popped in outta nowhere wtf so I recorder it I have no idea why quagmire took Peter back in time so far or what it's supposed to mean. Why would going back in time cause home to that? Or am I missing something Peter: [demonic voice] I see the six stations of the Lord's order, and they will all burn ! edit on 26-10-2016 by ssenerawa because: (no reason given) link That was kind of weird and random. Were they referencing anything? Probably just typical family guy but they have taken part in predictive programming and subliminal messages I am pretty sure edit on 26-10-2016 by GoShredAK because: (no reason given) Oh family guy... There are a lot of references to: a) time travel and its ramifications including multiple timelines. They even have an episode where time flows backward. b) occultic crap. There is another episode where Peter puts on noise cancelling headphones to ""be alone with my thoughts"". This is all while on a plane, and his ""innver voice"" begins babbling about blood shed and something about the dark counsel or something along those lines. c) Paranormal in general. Ghosts and spirits speaking through telelvisions etc. One of my personal favorites is when Peter talks to the t.v. as if the people on it can ""hear"" him. Ironically enough,the people on tv respond to him. To me, the show is some type of op. With american dad included. Afterall, seth macfalane was set to be on the plane that hit the north tower...talk about a splitting of timelines. Addendum: this show has a lot, and i do mean ALOT of references that resonate with my life and experiences to a very close T. edit on 26-10-2016 by OneGoal because: (no reason given)",FAKE
"Mexico Declares Marijuana Use ""Human Right"" In Supreme Court","Mexico Declares Marijuana Use Human Right In Supreme Court page: 1 The Mexican Supreme Court ruled by 4 to 1 that banning the consumption and cultivation of cannabis for personal use violates the human right to free development of ones personality.   Freedom To Smoke a Human Right. It's about damn time! For a long time now, people have been fighting for the basic human right of being able to consume whatever substances they wish, and do with their personal property (the human body) as they see fit. This is especially true of cannabis, which has a long list of medicinal benefits. In spite of its minor adverse effects (which pale in comparison to alcohol and cigarettes) people in the United States, and other parts of the world, are still being locked up for simply using the miracle plant to help combat disease and pain. Mexico, however, often demonized as being backwards by their Norther neighbors, has ruled that smoking marijuana should be a basic human right! edit on 26-10-2016 by Encryptor because: (no reason given) new topics",FAKE
"Chena River, Fairbanks Alaska. A swimming beast is caught on tape. What is it?","link At various times of year, Bureau of Land Management Fairbanks District Office Public Affairs Specialist Craig McCaa likes to go down to the Chena River to share photos of changing Fairbanks weather. On Oct. 18, he decided to walk his camera down to the University Avenue bridge that crosses the river to snap a few pictures of ice forming on the water's surface. But instead of finding just snow and ice, McCaa saw a ""strange thing"" moving back and forth in the current of the murky river. ""It never fully revealed itself,"" he said in a phone interview Tuesday. McCaa took a video and posted it to the ""Bureau of Land Management  Alaska"" Facebook page Tuesday afternoon. By evening it had been watched about 20,900 times. Speculation has run rampant on what the creepy object  or creature  swaying in the water might be. This is really wild. What could be this big and swim in this style in Alaska? I'm looking for ideas and don't suggest any bias from this post. www.adn.com... aska-life/2016/10/26/string-sturgeon-or-sea-monster-chena-river-creature-baffles-internet-observers/ edit on 27-10-2016 by bryan2006 because: (no reason given)",FAKE
DONALD J. TRUMP - Officially Lays Out His NEW DEAL FOR BLACK AMERICA.,"link Wednesday, October 26, 2016 Today, the amazingly energetic Donald J. Trump promised something that NO DEMOCRAT has cared enough to attempt, in decades. Our next President proposed and detailed a critically important ""NEW DEAL FOR BLACK AMERICA"". Story: www.nbcnews.com... It's a damn shame that Barack Hussein Obama completely ignored the/his Black community after receiving their votes. Now, Hillary Clinton is following in his footsteps.. She's blindly assuming that because she's a Democrat, and was endorsed by Barack Obama, the African American community will ""fall in line"" like good little mindless minions, and cast their 16 million votes for her, like they did for Obama in 2012. This cycle, open-minded Black Americans who refuse to be FOOLED AGAIN, are indeed going to give Donald Trump a try. As you can see from this video of boxing promoter DON KING introducing Donald Trump to a church filled with Black ministers and community leaders in Ohio last month, important segments of the community are tired of being lied to, screwed by, and ignored by, DEMOCRATS that they voted for! Don King Introduces Donald Trump (C-Span Video): www.youtube.com... For obvious reasons, the ""old guard"" community leaders like Jesse Jackson, Al Sharpton, along with the NAACP, are not in Donald Trump's corner. But what's most telling, is that they are not out there at rallies raising Hillary's arm to roaring crowds of supporters either. Probably because they know Hillary is lying when she exclaims, ""I ain't in no ways ever tired of fightin for youuu!"" in Black churches. In 30 years, she's done NOTHING for no one except herself, Chelsea, and Saudi Arabian women abusers. -CareWeMust",FAKE
Im no bloody wankah,"I didn't know which one to do first or rather if I would but I did and not in chronological order either. Hello, My colleagues call me Captain Jack. My name is Jack Fearow and no not Captain Jack Spearow or was that Jack Sparrow? Anyways I'm new here but I'm no newb so don't expect me to believe a weather balloon is a Chinese lantern you know what I mean. Hopefully I reach out and touch a soul or 2 but if not I know I gave it me best. And that's the best I can do till we meet have a helluva bloody day!",FAKE
Teotihuacan,"Hello, Welcome to Teotihuacan Presenting: Streaks of Gold As you can clearly see this is not Teotihuacan but we are very close to it. With places like Puma Punku that have Quick Crete stones that have these shapes in them... And you can clearly see that Ancient Man were telling us in the future that one day would have our green plantations marked by streaks of gold. Obviously being a circuitry board. Our heaven is dependency on technology! This is Teotihuacan People were inspired to build such large and grandiose structures and attribute them to the Sun and the Moon. But why obviously the sun being a life giver is something to honor. But the Moon is a great question. Night is the absence of the Sun and everything depending on the Sun surely would not want to celebrate it's absence. It must be because the Sun was attributed to a great king who sailed across a mighty ocean much like the sun does the sky. And the moon was attributed to a great queen that did the same. And both of them must have proven with great detail. That not only made you believe past all the great technology they brought with them but also believing in them with your heart and soul. That kind of belief transcends time and it also transcends race and species. Those people knew that the moon was not real proof of this is that they symbolize the moon with the crescent moon. If you pay attention at all the moon like god and everything else on the planet snitches what the truth is no matter how good it is at hiding it. And the crescent moon is a snitch that it can cloak and uncloak. Otherwise why would anyone attribute the night with the moon. You would just mark tiny dots in a sky and point to the day and say absent of the sun. It means that while we are very technologically dependent we are being told to believe through what is natural and what mother nature has intended you to see. Why advancement is necessary it's also good to stay rooted and see that everything from top to bottom no matter how primitive still believes in the same Sun and Moon that all life depend on. And that kind of love builds cities,nations, and galactic kingdoms.",FAKE
Hillary Clintons election fraud finally exposed. California stolen from Bernie Sanders!,"Hillary Clinton's election fraud finally exposed. California stolen from Bernie Sanders! page: 1 link With all the talk from MSM of Russians interfering with US elections. Rumors of Soros owning new computer voting machines that can easily be programed to steal election. If you don't think that the DNC won't steal an election if they can. Think again. a reply to: Doctor Smith Intuitively, we all know that Hillary is capable of attempting to steal an election. Your video, combined with the many e-mails provided by WikiLeaks, confirms that she does indeed have an army of cronies out there breaking federal and state election laws, to not only cheat Bernie Sanders, but to get her into the White House again too. Hillary is indeed a Nasty Woman, just as Elizabeth Warren confirmed this past Monday. link This is the stuff that needs a independent investigation launched pronto. If it is found out 100% it is a fix, what then? I guess there could be a sweeping write in movement for Bernie..or just vote for Stein a reply to: Doctor Smith Now the million dollar question is what are ""we"" the people going to do about it ? originally posted by: SaturnFX This is the stuff that needs a independent investigation launched pronto. If it is found out 100% it is a fix, what then? I guess there could be a sweeping write in movement for Bernie..or just vote for Stein Vote for Pee Wee Herman if you want. Just don't vote those Clinton criminals in again. But if you really want to stop her, you have to vote for Trump. Compared to Hillary, Trump is Honest Abraham Lincoln. new topics",FAKE
Hyperloop One,"link originally posted by: Kashai Hyperloop one is a about a transportation system that is really fast and technologically feasible to the extent that in relation to investors, easily Is on the fast tract to half a billion from investors in the not to distant future. Despite announcing a $50 million investment in mid-October, Hyperloop One plans to raise as much as $250 million in its next funding round early next year and is already seeking tens of millions in new financing, according to an investment document obtained by Forbes. Meanwhile, according to another company document, internal estimates of the cost of Hyperloop One projects could greatly exceed predictions from the concepts architect, billionaire tech industrialist Elon Musk. www.msn.com... li=BBmkt5R&ocid=spartandhp As offered in this link by 2021 we will be carrying freight and passengers with this technology. In so far as what this technology is.... Levitation Rig The Hyperloop Levitation Rig is another unique test stand designed, fabricated and built by the Hyperloop team. This test stand is housed in an 18 cubic meter environmental chamber that is capable of achieving pressures down to 1/1000 of atmospheric. The rotor achieves surface speeds in excess of 300 m/s. These speeds are necessary to simulate Hyperloops cutting edge levitation systems that will be adapted for use on the Hyperpod. hyperloop-one.com... Intro The first several pages will attempt to describe the design in everyday language, keeping numbers to a minimum and avoiding formulas and jargon. I apologize in advance for my loose use of language and imperfect analogies. The second section is for those with a technical background. There are no doubt errors of various kinds and superior optimizations for elements of the system. Feedback would be most welcome  please send to hyperloop@spacex.com or hyperloop@teslamotors.com. I would like to thank my excellent compadres at both companies for their help in putting this together.PDF Now I am not an Engineer but clearly this seems a step forward in transportation technology. I have seen a couple YouTube vids debunking this.. Or at least pointing out how hard it will be to actually pull it off..and it not kill every one at the slightest mishap... Kinda like ethenol, it might be a red herring of sorts.. That said ANY time you try and create new tech some good comes out of it. Every mistake could invent something you weren't even trying for... Take NASA for example..EVERY single day we use some plastic or polymer that didn't work for space, but made a really good pencil eraser.. Money is fake...just some BS we tell ourselves. Labor, materials and KNOW how are all that matter. So IMHO reguardless or cost invention wins.",FAKE
Time does nothing,All this time of thoughts and reason Now this country is full of treason This earth goes up It also goes down Mostly this life feels hellbound Do we question this crazy human race On this long crazy day please engulf me with mace Time was this and that was now Come on humans show us how All we want is to deal with time One of you can not even blow my mind This way that way which is clear Double the facts and I will drink beer Seeping peeping on the line Throwing rowing in due time Life is full of different ways To you all please have a great day This is about the struggle in life and we can all overcome this by being happy.,FAKE
Vote Vote Vote,"link originally posted by: JinMI Lots of discussion over the past months. Who we're for or who we're against and platitudes of statements...some not so much. Whomever you decide to give your vote to honestly does not concern me nor should mine concern you. The debates, arguments and discussions are fun and generally informative. Vote for who you would, even if it takes a few hours. I've seen quite a bit of conversation of folks not wanting to vote at all. What does this prove? What is this standing (sitting) against? Your disapproval of the two party system or maybe you think the whole thing a charade? My opinion would leave me to believe that if your going to attempt to rebel against the system it would be a secure third party vote or a vote for the future so to speak. We as Americans need to take back our power over Government. There is more than just the Presidency at stake and to me I would think that not voting at all is a contribution to the apathy that has us in the situation we are in. Whether it be Trump or Drumf or Hillary or Shillary or Stein or Johnson or Joe Blow, I would urge you to vote! If you are not voting at all, would you please elaborate as to why? I'm trying to imagine the next president of the USA being Joe Blow. Well now President Blow, what do you think of the Cannabis trade with Mexico? Anything to declare?",FAKE
"BUSTED! Pro-Trump PAC Rep Admits To Voter Suppression Campaign Targeting Blacks, Suburban Mothers","link originally posted by: theantediluvian It looks like everyone is releasing their October suprises in pieces, including the Telegraph . Now we have Jesse Benton admitting to voter suppression on a hidden camera. Here's the transcript: Benton: We're doing pretty well ahhh but we don't have anywhere near the funds that Hillary's groups do so we really have to be surgical Benton: So we have a voter suppression campaign  quite frankly  targeting African Americans , and uh, and sort of, suburban moms , just bad stuff about Hillary, just trying to take their taste for her away. Female Reporter: I see, so that they don't turn out. Benton: Yeah just keep them  just try to drop her turn out two or three points Basically if they put out enough negative adds about how she hasn't supported blacks and there causes they will make it less likely they will vote for her. Realistically speaking they aren't going to votell republican and they know that. So the best they can hope for is make them mad enough at her not to vote. But looking at early voting they may have switched more than they thought and instead of bit voting they are voting trump wI'll see as election. Gets cloaer.",FAKE
"Hillary Clinton Wants a Strong Russia. Wait, what did she say?","a reply to: Violater1 She wants your vote. And she will say anything to get it. She changes her mind as fast as public opinion changes. ROFL Damm - If we could get someone in office who would change their opinion to public opinion AND FOLLOW THROUGH, they would be my hero. They spend all their money finding out what we want, then they lie. Why can't we just get a representative in office? edit on 26-10-2016 by Isurrender73 because: (no reason given)",FAKE
UFO Investigator - MAX SPIERS - Found Dead After Vomiting Black Liquid.,"link a reply to: carewemust ""Vomiting black liquid"" caught my eye. I know bleeding internally can cause black vomit, sometimes it looks like coffee grounds. But something in the HeatStreet article that Fox news linked too also caught my eye: Max was buried in Canterbury cemetery after his mother arranged to have his body flown home a week after his death. A post-mortem examination was carried out by a pathologist in east Kent, but Vanessa says that more than two months later she still does not know the result, or whether there will be an inquest. She added: Apparently, he had not suffered any obvious physical injuries but he could have been slowly poisoned, which is why the results of toxicology tests from his post-mortem are so important. [bolding by me] Activated charcoal -- which is black and readily available to anyone -- is used to treat poisoning, and could cause black vomit also. Could Spiers have suspected he was being poisoned and tried to self-treat with activated charcoal? I can't find much more about the black vomit... as in if someone was with him before/during/after he vomited the black liquid... or if it was found at the same time as he was found dead.",FAKE
Trump: Hillary Clintons policy for Syria would lead to world war three,"link She and Nutinbutayahoo have been wanting Syria and their resources since She was the Head of State. Their Zionist OverLords really want that entire area and all they can extract from it, per usual.. You mean the Afghans who the US et al trained and then armed to fight 'The Russkies'? That is par for the course. Why change the script if the show still sells tickets? See: Cats Good thing these heinous Russkies weren't this volatile when Hillary sold them a bunch of uranium, I don't watch the news, did She apologize to the Russians for accusing them of the hacking of Her measly secured e-mails? If You can't see that the WHOLE BALL OF WAX is crooked, You are not ""looking"" Sure You might be reading the words but You're not connecting the dots. ALL of it is bent, there is NO 'lesser of 2 evils' when both choices are the definition of evil.",FAKE
Julian Assange Surfaces - Speaks at Argentina Conference Via Telephone,"link a reply to: ghostrager Two YouTubers I know of, I'm not mentioning who they are, have been promoting the notion he's dead. It didn't ring true for me because if he was I believe it would be known by all very quickly via the internet. He has close friends and family who I doubt would want it to be kept secret. That's my perception anyway. He really is isolated as I've mentioned before. I hope he makes it through. He's brilliant and has done a great service for regular people in a frightful world based upon lies, ugly secrets and deceptions.",FAKE
Letter for Mr Smith - part 2 The Main -,"(Mr Smith): You know Mr Main I don't respond very well if people start to pull on my strings... (The Main): ... and still... here you are Mr Smith. (Mr Smith): Indeed ! (The Main): Poor Mr Smith , doesn't know which pill swallow... doesn't he ? (Mr Smith): You weren't completely honest with me Mr Main. I don't like dishonest people dear Mr Main and I certainly want a dishonest person to become my boss. (The Main): So just follow the rules dear Mr Smith. Forget about the letter have some fun some sex and Die of boredom like the rest of the controllers. (Mr Smith): People that talk about rules are very dangerous people my father used to say. (The Main): your father was a wise man. (The Main): Tell me do you like dangerous Mr Smith ? (Mr Smith): Hyperborea... (The Main): I consider that a yes , Applause for you. You've been investigating haven't you? (The Main): Oh I really start to like you Dear young Mr Smith. (Mr Smith,agitated): 58 Billion death , Genocide !, an entire sentient species !!. Sir You're a monster nothing more !!! (The Main,voice calm): ...And yet here you are (Mr Smith): Just the Truth nothing more.... Convince me that you're worth it. (The Main): Oh dear Mr smith I'm worth it. But the truth has to be deserved.... I admit Hyperborea was an mistake that shouldn't be made. (Mr Smith): The truth...Just tell me why... (The Main): Mistakes dear Mr Smith... We have made a lot of mistakes. (Mr Smith,loud voice): don't you mean You made a lot of mistakes... Sir ! (finger pointing). (Mr Smith,loud voice ): Don't blame it on the minor controllers , YOU were the main controller and YOU made a lot of mistakes. (The Main,soft voice): OK OK , Indeed I made a lot of mistakes. I tried to create Heaven and ended up with Hell , it was Hubris at it's finest ! (Mr Smith): .... (The Main): You know what the opposite of love is dear Mr Smith ? (Mr Smith): .... (The Main,crescendo voice): It's isn't hate it is Too much love. I loved too much ! If you want to condemn me condemn me for too much love and not for Genocide. Yes yes I killed 58biljon beautiful people but the source of my demise the one and only real source Mr Smith was ... too much love!! (Silence) (The Main,emotional):It was a beautiful Soul pure as our precious aether. I was obsessed with it. I started it to follow into it's myriad of incarnations. As the Eons went by I saw how the Hyperboreans those beautiful people that I had created started colonize the 5 th planet of sol ,Tia-mat Eons later they even colonized the 3th planet now known as Earth. Their empire grew. Beautiful people that had no hate in their hearth. Yes I was responsible for they extinction by making the greatest mistake a Controller could make... Do you know what that is Mr Smith ? (Mr Smith): .... (The Main,soft-voice): I Entered The simulation. edit on 10272016 by frenchfries because: (no reason given)",FAKE
